,Name,Platform,Year,Lumino+E1,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13686,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0,0.05,0.27
13687,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22
13688,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13
13689,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
13690,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05
13691,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03
13692,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0,0,0.03
13693,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.36
13694,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
13695,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07
13696,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
13697,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04
13698,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
13699,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
13700,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74
13701,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16
13702,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
13703,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
13704,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
13705,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
13706,Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31
13707,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32
13708,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45
13709,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
13710,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
13711,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35
13712,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
13713,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08
13714,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02
13715,Ten Pin Alley 2,GBA,2004,Sports,XS Games,0.01,0,0,0,0.01
13716,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0,0,0.06,0,0.06
13717,Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0,0.04,0.58
13718,Tenchu San Portable,PSP,2009,Action,From Software,0,0,0.01,0,0.01
13719,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34
13720,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05
13721,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19
13722,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21
13723,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
13724,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
13725,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99
13726,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14
13727,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
13728,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse 4,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,0.26
13729,Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
13730,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,0,0,0.01,0,0.01
13731,Tenka-bito,PS2,2006,Strategy,Sega,0,0,0.03,0,0.03
13732,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02
13733,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,0.03,0,0.03
13734,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
13735,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
13736,Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04
13737,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
13738,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13739,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
13740,Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
13741,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13742,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13743,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01
13744,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
13745,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02
13746,Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25
13747,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
13748,Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04
13749,TERA,PC,2012,Role-Playing,Gameforge,0.24,0.12,0,0.05,0.41
13750,Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0,0.07,0.58
13751,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01,0.14
13752,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0,0,0.06
13753,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17
13754,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06
13755,Terminator 3: The Redemption,GC,2004,Shooter,Atari,0.02,0,0,0,0.02
13756,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
13757,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35
13758,Terranigma,SNES,1995,Role-Playing,Nintendo,0,0,0.09,0,0.09
13759,Terraria,3DS,2016,Action,505 Games,0,0.03,0.04,0,0.08
13760,Terraria,WiiU,2016,Action,505 Games,0,0.02,0,0,0.03
13761,Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.06
13762,Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04
13763,Terraria,X360,2013,Action,505 Games,0.35,0.31,0,0.06,0.72
13764,Terraria,PS3,2013,Action,505 Games,0.07,0.26,0.09,0.07,0.49
13765,Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,0.11
13766,Terraria,PC,2011,Action,Unknown,0,0.13,0,0.02,0.15
13767,Teslagrad,PSV,2015,Platform,Rain Games,0,0.01,0,0,0.01
13768,Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34
13769,Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42
13770,Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
13771,Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0,0.05,1.3
13772,Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0,0.05,0.72
13773,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
13774,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18
13775,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.28,0,0.15,0.51
13776,Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02
13777,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32
13778,Test Drive Unlimited 2,X360,2011,Racing,Atari,0.3,0.32,0,0.07,0.69
13779,Test Drive Unlimited 2,PS3,2011,Racing,Atari,0.16,0.35,0.01,0.12,0.64
13780,Test Drive Unlimited 2,PC,2011,Racing,Atari,0.05,0.11,0,0.03,0.2
13781,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23
13782,Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0,0,0.09
13783,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0,0,0,0.05
13784,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0,0.04
13785,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
13786,Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26
13787,Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58
13788,Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
13789,Tetris 2,GB,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
13790,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0,0,0.32,0,0.32
13791,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
13792,Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0.15,0,0.15
13793,Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
13794,Tetris DS,DS,2006,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
13795,Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
13796,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0,0.01,0.11
13797,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
13798,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
13799,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4
13800,Tetris Ultimate,PSV,2014,Puzzle,Ubisoft,0,0.01,0,0,0.01
13801,Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08
13802,Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22
13803,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71
13804,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2
13805,Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36
13806,Texas Hold 'Em Poker,GBA,2004,Card Game/Casino,Majesco Entertainment,0.44,0.16,0,0.01,0.61
13807,Texas Hold 'Em Poker DS,DS,2005,Card Game/Casino,Majesco Entertainment,0.03,0,0,0,0.04
13808,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
13809,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
13810,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52
13811,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24
13812,The $1 Pyramid,Wii,2011,Trivia/Board Game,Ubisoft,0.08,0,0,0.01,0.09
13813,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
13814,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0,0,0.78
13815,The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0,0.01,0.55
13816,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18
13817,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04
13818,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0,0,0.26
13819,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0,0.01,0.5
13820,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06,0.5
13821,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28
13822,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,0.42
13823,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35
13824,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,0.09,0.02,0,0,0.11
13825,The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03
13826,The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.13,0.17,0,0.04,0.34
13827,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.16,0,0.05,0.27
13828,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0,0.03,0.25
13829,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15
13830,The Amazing Race,Wii,2010,Trivia/Board Game,Ubisoft,0.13,0,0,0.01,0.14
13831,The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,0.05,0.03,0,0.01,0.09
13832,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.37,0,0.14,0.83
13833,The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.26,0,0.06,0.75
13834,The Amazing Spider-Man (Console Version),DS,2012,Action,Activision,0.15,0.04,0,0.01,0.21
13835,The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision,0.15,0.03,0,0.01,0.19
13836,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.11,0.04,0,0.01,0.16
13837,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0,0.01,0,0,0.01
13838,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.55
13839,The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.06,0.16,0.02,0.05,0.29
13840,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.14,0,0.02,0.26
13841,The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0,0.02,0.21
13842,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0,0,0.06
13843,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06
13844,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0,0.01,0,0,0.01
13845,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12
13846,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1
13847,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09
13848,The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,0.04
13849,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
13850,The Bachelor: The Videogame,Wii,2010,Trivia/Board Game,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
13851,The Bachelor: The Videogame,DS,2010,Trivia/Board Game,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,0.09
13852,The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0,0,0.02,0.26
13853,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
13854,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1
13855,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,0.03,0,0.03
13856,The Beatles: Rock Band,Wii,2009,Rhythm/Music,MTV Games,1.19,0.4,0,0.16,1.74
13857,The Beatles: Rock Band,X360,2009,Rhythm/Music,MTV Games,0.97,0.23,0,0.11,1.31
13858,The Beatles: Rock Band,PS3,2009,Rhythm/Music,MTV Games,0.67,0.3,0,0.15,1.13
13859,The Bee Game,DS,2007,Adventure,Midway Games,0.17,0,0,0.01,0.19
13860,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05
13861,The Bible Game,PS2,2005,Trivia/Board Game,Crave Entertainment,0.1,0.08,0,0.03,0.2
13862,The Bible Game,GBA,2005,Trivia/Board Game,Crave Entertainment,0.09,0.03,0,0,0.12
13863,The Bible Game,XB,2005,Trivia/Board Game,Crave Entertainment,0.03,0.01,0,0,0.05
13864,The Biggest Loser,Wii,2009,Fitness,THQ,0.87,0.12,0,0.09,1.08
13865,The Biggest Loser,DS,2009,Fitness,THQ,0.18,0.11,0,0.03,0.32
13866,The Biggest Loser: Challenge,Wii,2010,Fitness,THQ,0.49,0.13,0,0.05,0.67
13867,The Biggest Loser: Ultimate Workout (Kinect),X360,2010,Fitness,THQ,0.73,0.1,0,0.06,0.9
13868,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51
13869,The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37
13870,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27
13871,The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16
13872,The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11
13873,The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.26,0.01,0,0.02,0.29
13874,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21
13875,The BIGS 2,PS2,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2
13876,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
13877,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
13878,The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0,0,0,0.05
13879,The Binding of Isaac,PC,2012,Action,Unknown,0,0.03,0,0,0.03
13880,The Black Eyed Peas Experience,Wii,2011,Rhythm/Music,Ubisoft,0.39,0.2,0,0.06,0.65
13881,The Black Eyed Peas Experience,X360,2011,Rhythm/Music,Ubisoft,0.2,0.1,0,0.03,0.33
13882,The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14
13883,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.11
13884,The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01
13885,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
13886,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0,0.05,0,0.01,0.06
13887,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
13888,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.16,0,0.05,0.29
13889,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0,0.02,0.24
13890,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0.01,0.05
13891,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
13892,The Cat in the Hat,GBA,2005,Platform,Jack of All Games,0.27,0.1,0,0.01,0.38
13893,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04
13894,The Cheetah Girls,GBA,2006,Rhythm/Music,Disney Interactive Studios,0.01,0,0,0,0.02
13895,The Cheetah Girls: Passport to Stardom,DS,2008,Rhythm/Music,Disney Interactive Studios,0.18,0,0,0.01,0.2
13896,The Cheetah Girls: Pop Star Sensations,DS,2007,Rhythm/Music,Disney Interactive Studios,0.1,0,0,0.01,0.11
13897,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4
13898,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36
13899,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21
13900,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18
13901,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.02,0,0.02,0.17
13902,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,2005,Action,Disney Interactive Studios,0.48,0.18,0,0.01,0.67
13903,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43
13904,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,2005,Action,Disney Interactive Studios,0.22,0.06,0,0.01,0.28
13905,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2
13906,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.02,0,0.01,0.18
13907,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29
13908,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.1,0,0.04,0.25
13909,The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01
13910,The Chronicles of Riddick: Escape from Butcher Bay,XB,2004,Shooter,Vivendi Games,0.32,0.11,0,0.02,0.45
13911,The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
13912,The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27
13913,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
13914,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2
13915,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0,0.06,0.58
13916,The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
13917,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
13918,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
13919,The Crew,XOne,2014,Racing,Ubisoft,0.24,0.34,0,0.05,0.63
13920,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0,0.02,0.26
13921,The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16
13922,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
13923,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
13924,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
13925,The Croods: Prehistoric Party!,Wii,2013,Party/Minigames,D3Publisher,0.03,0.07,0,0.01,0.11
13926,The Croods: Prehistoric Party!,DS,2013,Party/Minigames,D3Publisher,0.03,0.04,0,0.01,0.08
13927,The Croods: Prehistoric Party!,3DS,2013,Party/Minigames,D3Publisher,0.01,0.02,0,0,0.04
13928,The Croods: Prehistoric Party!,WiiU,2013,Party/Minigames,D3Publisher,0.01,0.01,0,0,0.03
13929,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02
13930,The Cube,Wii,2012,Action,Funbox Media,0,0.04,0,0,0.04
13931,The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.07,0.01,0.03,0.17
13932,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15
13933,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0,0.03,0,0.01,0.04
13934,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14
13935,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04
13936,The Daring Game for Girls,DS,2010,Adventure,Majesco Entertainment,0.11,0,0,0.01,0.12
13937,The Daring Game for Girls,Wii,2010,Adventure,Majesco Entertainment,0.09,0,0,0.01,0.1
13938,The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,0,0.01,0,0,0.02
13939,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.05
13940,The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.34,0,0.13,0.67
13941,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44
13942,The Darkness 2,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03,0.39
13943,The Darkness 2,PS3,2012,Shooter,Take-Two Interactive,0.14,0.14,0,0.05,0.33
13944,The Darkness 2,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.01,0.14
13945,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0,0,0.01,0.1
13946,The Dog Island,Wii,2007,Adventure,Ubisoft,0.35,0.01,0,0.03,0.39
13947,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27
